ID_Number,Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Fuel_Tank_Capacity in Litres,capacity points,Displacement in cc,displacement points,Cylinders,No of cylinder points,Valves_Per_Cylinder,Valve point,Emission_Norm in BS,emission points,ARAI_Certified_Mileage in km/litre,ARAI Mileage Points liquid,ARAI_Certified_Mileage_for_CNG in km/kg,ARAI Mileage Points CNG,Front_Brakes,front break points,Rear_Brakes,rear break points,Power_Steering,power steering point,Power_Windows,power window point,Odometer,odometer point,Speedometer,speedometer point,Tripmeter,tripmeter point,Seats_Material,seat material point,Type,type point,Audio system,audio system point,Bluetooth,bluetooth point,Boot_Space in L,Boot Space points,Fuel-lid_Opener,Fuel-lid opener point,Boot-lid_Opener,Boot-lid Opener points,Fuel_Gauge,Fuel Guage points,Low_Fuel_Warning,Low Fuel Warning point,Ventilation_System,Ventilation system points,Cruise_Control,Cruise Control points,Airbags,Airbags point,Power in PS,Power Points,torque in NM,Torque points,POINT SUM,torque in NM old,Drivetrain,Cylinder_Configuration,Torque,Engine_Location,Fuel_System,Height in MM,Length in MM,Width in MM,Body_Type,Doors,City_Mileage in km/litre,Power,Highway_Mileage in km/litre,Kerb_Weight in kg,Gears,Ground_Clearance in MM,Front_Suspension,Rear_Suspension,Front_Track in MM,Rear_Track in MM,Front_Tyre,Rim WR,RIMS CORRECT,Rear_Tyre_&_Rim,Power_Seats,Keyless_Entry,RPM PS,Tachometer,Seating_Capacity,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,A _(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs2,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
21,Renault,Kwid,Rxt (O) Amt 1.0,470990,Petrol,28,1,999,2,3,3,4,0,6,3,23.01,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,Only Front Windows,1,Digital,2,Digital,2,Yes,2,Fabric,3,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,300,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,91,2,64,91,FWD (Front Wheel Drive),In-line,91NM@4250RPM,"Front, Transverse",Injection,1490,3731,1579,Hatchback,5,25.17,68PS@5500rpm,,669,5,184,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,R14,165/70 R14,,Remote,5500,Not on offer,5,2422 mm,165/70 R14,,Yes,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Manual,Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,Yes,,,,Yes,Yes,Yes,Yes,2,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,,Yes,,,,,,,,,Yes,,,No,,,,,none
22,Renault,Kwid,Climber (O) Mt 1.0,462190,Petrol,28,1,999,2,3,3,4,0,6,3,23.01,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Digital,2,Yes,2,Fabric,3,Manual,1,CD Player with USB & Aux-in,5,Yes,1,300,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,91,2,61,91,FWD (Front Wheel Drive),In-line,91NM@4250RPM,"Front, Transverse",Injection,1490,3731,1579,Hatchback,5,25.17,68PS@5500rpm,,669,5,184,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,R14,165/70 R14,,Remote,5500,Not on offer,5,2422 mm,165/70 R14,,Yes,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Manual,Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,Yes,Yes,Yes,Yes,2,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,No,,,,,none
23,Renault,Kwid,Climber (O) Amt 1.0,492190,Petrol,28,1,999,2,3,3,4,0,6,3,24.04,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Digital,2,Yes,2,Fabric,3,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,300,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,91,2,65,91,FWD (Front Wheel Drive),In-line,91NM@4250RPM,"Front, Transverse",Injection,1490,3731,1579,Hatchback,5,25.17,68PS@5500rpm,,669,5,184,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,R14,165/70 R14,,Remote,5500,Digital,5,2422 mm,165/70 R14,,Yes,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Manual,Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,Yes,Yes,Yes,Yes,2,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,No,,,,,none
24,Maruti Suzuki,Eeco,5 Str,352136,Petrol,40,2,1196,3,4,4,4,0,6,3,15,3,0,0,Ventilated Disc,3,Drum,0,No,0,No,0,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,400,5,Manual,4,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,73,2,101,2,49,101,RWD (Rear Wheel Drive),In-line,101NM@3000rpm,"Front, Longitudinal",Injection,1800,3675,1475,MPV,5,12,73PS@6000rpm,15,920,5,160,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,R13,155 R13 LT,,,6000,Not on offer,5,2350 mm,155 R13 LT,,,,,2 years /40000 Kms (years/distance whichever comes first),,No,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,4.5 meter,Yes,Driver & Front Passenger,,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,,Yes,,,1,9.9,Rake,NA,Rear Reading Lamp,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
25,Maruti Suzuki,Eeco,7 Str,380573,Petrol,40,2,1196,3,4,4,4,0,6,3,15,3,0,0,Ventilated Disc,3,Drum,0,No,0,No,0,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,250,4,Internal,5,Internal,3,Digital,2,Yes,1,Fully automatic climate control,7,No,0,Driver frontal airbag,1,74,2,101,2,54,101,FWD (Front Wheel Drive),In-line,101NM@3000rpm,"Front, Longitudinal",Injection,1800,3675,1475,MPV,5,12,74PS@6000rpm,15,940,5,160,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,R13,155 R13 LT,,,6000,Not on offer,7,2350 mm,155 R13 LT,,,,,2 years /40000 Kms (years/distance whichever comes first),,No,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1540 kg,,Yes,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
26,Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,Petrol,40,2,1196,3,4,4,4,0,6,3,15,3,0,0,Ventilated Disc,3,Drum,0,No,0,No,0,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,400,5,Manual,4,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,73,2,101,2,49,101,RWD (Rear Wheel Drive),In-line,101NM@3000rpm,"Front, Longitudinal",Injection,1800,3675,1475,MPV,5,11,73PS@6000rpm,15,928,5,160,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,R13,155 R13 LT,,,6000,Not on offer,5,2350 mm,155 R13 LT,,,,,2 years /40000 Kms (years/distance whichever comes first),,No,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,4.5 meter,Yes,Co-Driver Only,Not Applicable,Yes,,,,,,,,,,,,,,,,,1510 kg,,,,,,9.9,Rake,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,CNG,40,2,1196,3,4,4,4,0,6,3,0,1,20,3,Ventilated Disc,3,Drum,0,No,0,No,0,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,400,5,Manual,4,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,62,2,85,2,50,85,RWD (Rear Wheel Drive),In-line,85NM@3000rpm,"Front, Longitudinal",Injection,1800,3675,1475,MPV,5,,62PS@6000rpm,,1050,5,160,McPherson Strut,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,R13,155 R13 LT,,,6000,Not on offer,5,2350 mm,155 R13 LT,,,,,2 years /40000 Kms (years/distance whichever comes first),,No,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,,Yes,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
28,Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,CNG,40,2,1196,3,4,4,4,0,6,3,0,1,20,3,Ventilated Disc,3,Drum,0,No,0,No,0,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,400,5,Manual,4,Internal,3,Digital,2,Yes,1,Heater,2,No,0,Driver frontal airbag,1,62,2,85,2,50,85,RWD (Rear Wheel Drive),In-line,85NM@3000rpm,"Front, Longitudinal",Injection,1800,3675,1475,MPV,5,,62PS@6000rpm,,1030,5,160,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,R13,155 R13 LT,,,6000,Not on offer,5,2350 mm,155 R13 LT,,,,,2 years /40000 Kms (years/distance whichever comes first),,No,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,4.5 meter,,Driver & Front Passenger,Not Applicable,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,,Yes,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
29,Maruti Suzuki,Alto K10,Lxi,377588,Petrol,35,1,998,2,3,3,4,0,4,2,24.07,5,0,0,Ventilated Disc,3,Drum,0,Yes,1,No,0,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,177,3,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,68,2,90,2,47,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1475,3545,1490,Hatchback,5,14,68PS@6000rpm,17,745,5,160,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,R13,155/65R13,,,6000,Not on offer,5,2360 mm,155/65R13,,,,,2 years /40000 Kms (years/distance whichever comes first),Yes,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,Yes,,,,,Yes,,,1210 kg,,Yes,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,none
30,Maruti Suzuki,Alto K10,Vxi,394036,Petrol,35,1,998,2,3,3,4,0,4,2,24.07,5,0,0,Ventilated Disc,3,Drum,0,Yes,1,Only Front Windows,1,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,CD/MP3 Player,2,Yes,1,177,3,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,68,2,90,2,50,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1475,3545,1490,Hatchback,5,14,68PS@6200rpm,17,750,5,160,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,R13,155/65R13,,,6200,Analog,5,2360 mm,155/65R13,,Yes,,,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,Yes,,,,,Yes,Yes,,1210 kg,,Yes,Yes,Yes,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,none
31,Maruti Suzuki,Alto K10,Lx,360843,Petrol,35,1,998,2,3,3,4,0,4,2,24.07,5,0,0,Ventilated Disc,3,Drum,0,No,0,No,0,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,177,3,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,68,2,90,2,46,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1475,3545,1490,Hatchback,5,19,68PS@6000rpm,24.07,740,5,160,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,R13,155/65R13,,,6000,Not on offer,5,2360 mm,155/65R13,,,,,2 years /40000 Kms (years/distance whichever comes first),Yes,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,,,,Yes,,,1210 kg,,Yes,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,none
32,Maruti Suzuki,Alto K10,Vxi (O),407238,Petrol,35,1,998,2,3,3,4,0,4,2,24.07,5,0,0,Ventilated Disc,3,Drum,0,Yes,1,Only Front Windows,1,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,177,3,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,68,2,90,2,48,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1460,3620,1475,Hatchback,5,14,68PS@6000rpm,17,755,5,160,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,R13,155/65R13,,Remote,6000,Analog,5,2360 mm,155/65R13,,Yes,,,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,,,Yes,,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,none
33,Maruti Suzuki,Alto K10,Lxi Cng (O),439777,CNG,35,1,998,2,3,3,4,0,4,2,0,1,32.26,5,Ventilated Disc,3,Drum,0,Yes,1,No,0,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,177,3,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,59,2,78,2,48,78,FWD (Front Wheel Drive),In-line,78NM@3500rpm,"Front, Transverse",Injection,1475,3545,1490,Hatchback,5,,59PS@6000rpm,,740,5,160,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,R13,155/65R13,,,6000,Not on offer,5,2360 mm,155/65R13,,,,,,Yes,,Yes,,Front,,Front,Yes,,,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,,,,,,,1210 kg,,,,,1,10.0:1,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,none
34,Maruti Suzuki,Alto K10,Vxi Amt (O),438559,Petrol,35,1,998,2,3,3,4,0,4,2,24.07,5,0,0,Ventilated Disc,3,Drum,0,Yes,1,Only Front Windows,1,Digital,2,Analog,1,Yes,1,Fabric,3,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,177,3,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,68,2,90,2,57,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1475,3545,1490,Hatchback,5,14,68PS@6000rpm,17,755,5,160,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,R13,155/65R13,,,6000,Analog,5,2360 mm,155/65R13,,Yes,,,,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,,,Yes,,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,none
35,Datsun,Go,D,374990,Petrol,35,1,1198,3,3,3,4,0,4,2,20.1,5,0,0,Ventilated Disc,3,Drum,0,No,0,Only Front Windows,1,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,265,4,"With Remote, Internal",1,"With Remote, Internal",5,Digital,2,Yes,1,Heater,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,104,2,48,104,FWD (Front Wheel Drive),In-line,104NM@4000rpm,"Front, Transverse",Injection,1507,3788,1636,Hatchback,5,,68PS@5000rpm,,864,5,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,R13,155/70R13,,,5000,Digital,5,2450 mm,155/70R13,,Yes,,Yes,2 years / Unlimited Kms,,Yes,Yes,,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,,Yes,Yes,Yes,2,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,No,,No,,,none
36,Datsun,Go,T,468229,Petrol,35,1,1198,3,3,3,4,0,4,2,20.1,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,USB & Aux-in,4,Yes,1,265,4,Internal,5,Internal,3,Digital,2,Yes,1,"Heater, Manual Air conditioning with cooling and heating",2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,104,2,57,104,FWD (Front Wheel Drive),In-line,104NM@4000rpm,"Front, Transverse",Injection,1507,3788,1636,Hatchback,5,,68PS@5000rpm,,864,5,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,R13,155/70R13,,,5000,"Analog, Digital",5,2450 mm,155/70R13,,Yes,Yes,Yes,2 years / Unlimited Kms,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,No,,No,,,none
37,Datsun,Go,T (O),502492,Petrol,35,1,1198,3,3,3,4,0,4,2,20.1,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,USB & Aux-in,4,Yes,1,265,4,"With Remote, Internal",1,"With Remote, Internal",5,Digital,2,Yes,1,"Heater, Manual Air conditioning with cooling and heating",2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,104,2,55,104,FWD (Front Wheel Drive),In-line,104NM@4000rpm,"Front, Transverse",Injection,1507,3788,1636,Hatchback,5,20.6,68PS@5000rpm,,864,5,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,R13,155/70R13,,,5000,"Digital, Analog",5,2450 mm,155/70R13,,Yes,Yes,Yes,2 years / Unlimited Kms,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,,Yes,Yes,,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,No,,No,,,none
38,Datsun,Go,A (O),499990,Petrol,35,1,1198,3,3,3,4,0,4,2,20.1,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,265,4,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,104,2,53,104,FWD (Front Wheel Drive),In-line,104NM@4000rpm,"Front, Transverse",Injection,1507,3788,1636,Hatchback,5,20.6,68PS@5000rpm,,864,5,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,R13,155/70R13,,,5000,Digital,5,2450 mm,155/70R13,,Yes,,Yes,2 years / Unlimited Kms,,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,2,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,No,,No,,,none
39,Datsun,Go,A,469990,Petrol,35,1,1198,3,3,3,4,0,4,2,20.1,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,265,4,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,104,2,52,104,FWD (Front Wheel Drive),In-line,104NM@4000rpm,"Front, Transverse",Injection,1507,3788,1636,Hatchback,5,20.6,68PS@5000rpm,,864,5,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,R13,155/70R13,,,5000,Digital,5,2450 mm,155/70R13,,Yes,,Yes,2 years / Unlimited Kms,,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,2,,,,,Rear sensors,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,No,,No,,,none
40,Datsun,Go,T Vdc,528464,Petrol,35,1,1198,3,3,3,4,0,4,2,20.1,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,USB & Aux-in,4,Yes,1,265,4,Internal,5,Internal,3,Digital,2,Yes,1,"Heater, Manual Air conditioning with cooling and heating",2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,104,2,57,104,FWD (Front Wheel Drive),In-line,104NM@4000rpm,"Front, Transverse",Injection,1507,3788,1636,Hatchback,5,,68PS@5000rpm,,864,5,180,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,R13,155/70R13,,,5000,"Analog, Digital",5,2450 mm,155/70R13,,Yes,Yes,Yes,2 years / Unlimited Kms,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,No,,No,,,none
